strength,prompt_id,seed,latency_s,clip_score,hps_score,ir_score,lpips_vs_ref,lpips_vs_prev,image_path
1.0,p07,42,23.54,0.278162,0.278809,-1.266977,0.0,0.056034,reports/experiments/exp5_sdxl/images/strength_1.0/p07_seed42.png
1.0,p07,123,23.53,0.264382,0.288574,-0.645419,0.0,0.13225,reports/experiments/exp5_sdxl/images/strength_1.0/p07_seed123.png
1.0,p07,456,23.541,0.268785,0.288574,0.256694,0.0,0.127759,reports/experiments/exp5_sdxl/images/strength_1.0/p07_seed456.png
1.0,p07,789,23.513,0.275486,0.272949,-0.722482,0.0,0.144289,reports/experiments/exp5_sdxl/images/strength_1.0/p07_seed789.png
1.0,p07,1337,23.391,0.266788,0.281494,0.269422,0.0,0.139725,reports/experiments/exp5_sdxl/images/strength_1.0/p07_seed1337.png
1.0,p08,42,23.478,0.291939,0.310791,-1.232532,0.0,0.048684,reports/experiments/exp5_sdxl/images/strength_1.0/p08_seed42.png
1.0,p08,123,23.458,0.279108,0.301025,-1.48905,0.0,0.14043,reports/experiments/exp5_sdxl/images/strength_1.0/p08_seed123.png
1.0,p08,456,23.514,0.28679,0.305664,-1.31894,0.0,0.109384,reports/experiments/exp5_sdxl/images/strength_1.0/p08_seed456.png
1.0,p08,789,23.511,0.288008,0.310547,-1.409097,0.0,0.126982,reports/experiments/exp5_sdxl/images/strength_1.0/p08_seed789.png
1.0,p08,1337,23.527,0.291286,0.295898,-1.562669,0.0,0.130608,reports/experiments/exp5_sdxl/images/strength_1.0/p08_seed1337.png
1.25,p01,42,23.412,0.266705,0.244751,0.362827,0.03382,0.03382,reports/experiments/exp5_sdxl/images/strength_1.25/p01_seed42.png
1.25,p01,123,23.546,0.300838,0.239258,0.456997,0.064278,0.064278,reports/experiments/exp5_sdxl/images/strength_1.25/p01_seed123.png
1.25,p01,456,23.523,0.298148,0.242432,0.350676,0.073748,0.073748,reports/experiments/exp5_sdxl/images/strength_1.25/p01_seed456.png
1.25,p01,789,23.395,0.297779,0.236694,0.425366,0.058161,0.058161,reports/experiments/exp5_sdxl/images/strength_1.25/p01_seed789.png
1.25,p01,1337,23.46,0.3204,0.241211,0.438201,0.067385,0.067385,reports/experiments/exp5_sdxl/images/strength_1.25/p01_seed1337.png
1.25,p02,42,23.418,0.321444,0.295166,1.11475,0.088483,0.088483,reports/experiments/exp5_sdxl/images/strength_1.25/p02_seed42.png
1.25,p02,123,23.519,0.333254,0.302979,1.484307,0.107927,0.107927,reports/experiments/exp5_sdxl/images/strength_1.25/p02_seed123.png
1.25,p02,456,23.397,0.346906,0.30835,1.643491,0.08665,0.08665,reports/experiments/exp5_sdxl/images/strength_1.25/p02_seed456.png
1.25,p02,789,23.467,0.345336,0.309326,1.568228,0.1026,0.1026,reports/experiments/exp5_sdxl/images/strength_1.25/p02_seed789.png
1.25,p02,1337,23.539,0.345942,0.309082,1.513558,0.076683,0.076683,reports/experiments/exp5_sdxl/images/strength_1.25/p02_seed1337.png
1.25,p03,42,23.076,0.288811,0.317383,1.378399,0.020352,0.020352,reports/experiments/exp5_sdxl/images/strength_1.25/p03_seed42.png
1.25,p03,123,23.56,0.30189,0.281982,1.045469,0.04351,0.04351,reports/experiments/exp5_sdxl/images/strength_1.25/p03_seed123.png
1.25,p03,456,23.462,0.29783,0.281006,1.37037,0.060896,0.060896,reports/experiments/exp5_sdxl/images/strength_1.25/p03_seed456.png
1.25,p03,789,23.483,0.311723,0.290039,1.429631,0.074284,0.074284,reports/experiments/exp5_sdxl/images/strength_1.25/p03_seed789.png
1.25,p03,1337,23.624,0.302011,0.2854,1.181264,0.052846,0.052846,reports/experiments/exp5_sdxl/images/strength_1.25/p03_seed1337.png
1.25,p04,42,23.518,0.321481,0.234497,-2.121425,0.009185,0.009185,reports/experiments/exp5_sdxl/images/strength_1.25/p04_seed42.png
1.25,p04,123,23.512,0.32089,0.198486,-2.066798,0.036581,0.036581,reports/experiments/exp5_sdxl/images/strength_1.25/p04_seed123.png
1.25,p04,456,23.556,0.318129,0.22168,-2.115108,0.043837,0.043837,reports/experiments/exp5_sdxl/images/strength_1.25/p04_seed456.png
1.25,p04,789,23.447,0.335949,0.24707,-0.981997,0.099026,0.099026,reports/experiments/exp5_sdxl/images/strength_1.25/p04_seed789.png
1.25,p04,1337,23.541,0.319123,0.222534,-2.050553,0.053437,0.053437,reports/experiments/exp5_sdxl/images/strength_1.25/p04_seed1337.png
1.25,p05,42,23.571,0.385802,0.297119,0.029065,0.018249,0.018249,reports/experiments/exp5_sdxl/images/strength_1.25/p05_seed42.png
1.25,p05,123,23.549,0.385546,0.288574,-0.358518,0.110268,0.110268,reports/experiments/exp5_sdxl/images/strength_1.25/p05_seed123.png
1.25,p05,456,23.323,0.366407,0.311035,-0.648844,0.037357,0.037357,reports/experiments/exp5_sdxl/images/strength_1.25/p05_seed456.png
1.25,p05,789,23.428,0.349895,0.281006,-0.702164,0.069247,0.069247,reports/experiments/exp5_sdxl/images/strength_1.25/p05_seed789.png
1.25,p05,1337,23.668,0.375899,0.303955,-0.432673,0.103583,0.103583,reports/experiments/exp5_sdxl/images/strength_1.25/p05_seed1337.png
1.25,p06,42,23.382,0.297886,0.267822,0.518118,0.103466,0.103466,reports/experiments/exp5_sdxl/images/strength_1.25/p06_seed42.png
1.25,p06,123,23.425,0.295256,0.285156,0.429133,0.090468,0.090468,reports/experiments/exp5_sdxl/images/strength_1.25/p06_seed123.png
1.25,p06,456,23.409,0.295978,0.266846,0.280578,0.276085,0.276085,reports/experiments/exp5_sdxl/images/strength_1.25/p06_seed456.png
1.25,p06,789,23.474,0.30416,0.284912,0.473528,0.293378,0.293378,reports/experiments/exp5_sdxl/images/strength_1.25/p06_seed789.png
1.25,p06,1337,23.447,0.292152,0.280273,0.450808,0.160901,0.160901,reports/experiments/exp5_sdxl/images/strength_1.25/p06_seed1337.png
1.25,p07,42,23.523,0.28274,0.280029,-1.377312,0.039456,0.039456,reports/experiments/exp5_sdxl/images/strength_1.25/p07_seed42.png
1.25,p07,123,23.54,0.269242,0.288574,-0.703111,0.119778,0.119778,reports/experiments/exp5_sdxl/images/strength_1.25/p07_seed123.png
1.25,p07,456,23.625,0.273735,0.287598,0.160581,0.1041,0.1041,reports/experiments/exp5_sdxl/images/strength_1.25/p07_seed456.png
1.25,p07,789,23.566,0.26751,0.266602,-1.484563,0.11344,0.11344,reports/experiments/exp5_sdxl/images/strength_1.25/p07_seed789.png
1.25,p07,1337,23.561,0.266562,0.28125,0.648605,0.100785,0.100785,reports/experiments/exp5_sdxl/images/strength_1.25/p07_seed1337.png
1.25,p08,42,23.512,0.292211,0.306641,-1.257785,0.036101,0.036101,reports/experiments/exp5_sdxl/images/strength_1.25/p08_seed42.png
1.25,p08,123,23.461,0.272248,0.305664,-1.474857,0.109285,0.109285,reports/experiments/exp5_sdxl/images/strength_1.25/p08_seed123.png
1.25,p08,456,23.51,0.284728,0.311768,-1.227048,0.089039,0.089039,reports/experiments/exp5_sdxl/images/strength_1.25/p08_seed456.png
1.25,p08,789,23.468,0.276732,0.307861,-1.502006,0.081708,0.081708,reports/experiments/exp5_sdxl/images/strength_1.25/p08_seed789.png
1.25,p08,1337,23.379,0.284166,0.301758,-1.548515,0.099162,0.099162,reports/experiments/exp5_sdxl/images/strength_1.25/p08_seed1337.png
1.5,p01,42,23.471,0.264116,0.246948,0.357095,0.067068,0.026566,reports/experiments/exp5_sdxl/images/strength_1.5/p01_seed42.png
1.5,p01,123,23.455,0.314876,0.24292,0.425152,0.110279,0.046455,reports/experiments/exp5_sdxl/images/strength_1.5/p01_seed123.png
1.5,p01,456,23.51,0.306206,0.245972,0.498431,0.125427,0.052059,reports/experiments/exp5_sdxl/images/strength_1.5/p01_seed456.png
1.5,p01,789,23.513,0.285129,0.236206,0.401211,0.103796,0.045265,reports/experiments/exp5_sdxl/images/strength_1.5/p01_seed789.png
1.5,p01,1337,23.471,0.315512,0.241821,0.558626,0.114182,0.048063,reports/experiments/exp5_sdxl/images/strength_1.5/p01_seed1337.png
1.5,p02,42,23.554,0.325953,0.293457,1.278239,0.18392,0.087145,reports/experiments/exp5_sdxl/images/strength_1.5/p02_seed42.png
1.5,p02,123,23.368,0.325344,0.295898,1.332216,0.196367,0.089725,reports/experiments/exp5_sdxl/images/strength_1.5/p02_seed123.png
1.5,p02,456,23.34,0.341515,0.306152,1.631111,0.184979,0.086174,reports/experiments/exp5_sdxl/images/strength_1.5/p02_seed456.png
1.5,p02,789,23.475,0.346336,0.296387,1.460223,0.208243,0.098478,reports/experiments/exp5_sdxl/images/strength_1.5/p02_seed789.png
1.5,p02,1337,23.464,0.342662,0.303467,1.486655,0.148678,0.057996,reports/experiments/exp5_sdxl/images/strength_1.5/p02_seed1337.png
1.5,p03,42,23.3,0.288277,0.31665,1.421363,0.043025,0.015502,reports/experiments/exp5_sdxl/images/strength_1.5/p03_seed42.png
1.5,p03,123,23.525,0.299053,0.279541,1.090043,0.076401,0.032574,reports/experiments/exp5_sdxl/images/strength_1.5/p03_seed123.png
1.5,p03,456,23.021,0.295919,0.279053,1.350659,0.106921,0.043157,reports/experiments/exp5_sdxl/images/strength_1.5/p03_seed456.png
1.5,p03,789,23.576,0.310246,0.29126,1.351819,0.116944,0.033961,reports/experiments/exp5_sdxl/images/strength_1.5/p03_seed789.png
1.5,p03,1337,23.517,0.304253,0.289795,1.152644,0.104392,0.040169,reports/experiments/exp5_sdxl/images/strength_1.5/p03_seed1337.png
1.5,p04,42,23.481,0.319878,0.234863,-2.113633,0.019307,0.008364,reports/experiments/exp5_sdxl/images/strength_1.5/p04_seed42.png
1.5,p04,123,23.475,0.31974,0.202637,-2.064839,0.068829,0.026498,reports/experiments/exp5_sdxl/images/strength_1.5/p04_seed123.png
1.5,p04,456,23.528,0.320329,0.220337,-2.114615,0.091347,0.037016,reports/experiments/exp5_sdxl/images/strength_1.5/p04_seed456.png
1.5,p04,789,23.508,0.319182,0.245117,-0.9095,0.1722,0.071304,reports/experiments/exp5_sdxl/images/strength_1.5/p04_seed789.png
1.5,p04,1337,23.575,0.315283,0.224243,-2.058952,0.09493,0.042033,reports/experiments/exp5_sdxl/images/strength_1.5/p04_seed1337.png
1.5,p05,42,23.38,0.382853,0.296387,-0.437071,0.040387,0.012629,reports/experiments/exp5_sdxl/images/strength_1.5/p05_seed42.png
1.5,p05,123,23.504,0.361965,0.284424,-0.626561,0.161894,0.044248,reports/experiments/exp5_sdxl/images/strength_1.5/p05_seed123.png
1.5,p05,456,23.444,0.362772,0.303711,-0.692366,0.075993,0.029439,reports/experiments/exp5_sdxl/images/strength_1.5/p05_seed456.png
1.5,p05,789,23.402,0.337027,0.278809,-0.89599,0.114365,0.053424,reports/experiments/exp5_sdxl/images/strength_1.5/p05_seed789.png
1.5,p05,1337,23.427,0.380889,0.294922,-0.417484,0.14669,0.049726,reports/experiments/exp5_sdxl/images/strength_1.5/p05_seed1337.png
1.5,p06,42,23.392,0.297655,0.266846,0.501628,0.20976,0.088127,reports/experiments/exp5_sdxl/images/strength_1.5/p06_seed42.png
1.5,p06,123,23.445,0.295328,0.2854,0.396948,0.201326,0.11093,reports/experiments/exp5_sdxl/images/strength_1.5/p06_seed123.png
1.5,p06,456,23.38,0.297722,0.257812,0.199633,0.322055,0.080289,reports/experiments/exp5_sdxl/images/strength_1.5/p06_seed456.png
1.5,p06,789,23.482,0.303206,0.280518,0.362941,0.368892,0.085456,reports/experiments/exp5_sdxl/images/strength_1.5/p06_seed789.png
1.5,p06,1337,23.339,0.298622,0.266846,0.45882,0.236723,0.100395,reports/experiments/exp5_sdxl/images/strength_1.5/p06_seed1337.png
1.5,p07,42,23.071,0.281738,0.279785,-1.369039,0.07503,0.032595,reports/experiments/exp5_sdxl/images/strength_1.5/p07_seed42.png
1.5,p07,123,23.077,0.26531,0.289062,-0.550564,0.200038,0.084883,reports/experiments/exp5_sdxl/images/strength_1.5/p07_seed123.png
1.5,p07,456,23.153,0.27763,0.283936,0.084755,0.164624,0.068133,reports/experiments/exp5_sdxl/images/strength_1.5/p07_seed456.png
1.5,p07,789,23.52,0.268991,0.265869,-1.455594,0.175486,0.076405,reports/experiments/exp5_sdxl/images/strength_1.5/p07_seed789.png
1.5,p07,1337,23.465,0.266365,0.27832,0.554772,0.173262,0.080779,reports/experiments/exp5_sdxl/images/strength_1.5/p07_seed1337.png
1.5,p08,42,23.34,0.286798,0.302734,-1.382749,0.085385,0.037673,reports/experiments/exp5_sdxl/images/strength_1.5/p08_seed42.png
1.5,p08,123,23.673,0.276098,0.305664,-1.436409,0.191397,0.084231,reports/experiments/exp5_sdxl/images/strength_1.5/p08_seed123.png
1.5,p08,456,23.516,0.279823,0.310791,-1.353515,0.188239,0.090596,reports/experiments/exp5_sdxl/images/strength_1.5/p08_seed456.png
1.5,p08,789,23.52,0.277766,0.30542,-1.481084,0.149612,0.058151,reports/experiments/exp5_sdxl/images/strength_1.5/p08_seed789.png
1.5,p08,1337,23.28,0.287016,0.297852,-1.427732,0.200035,0.106314,reports/experiments/exp5_sdxl/images/strength_1.5/p08_seed1337.png
