cfg_value,prompt_id,seed,latency_s,clip_score,hps_score,ir_score,lpips_vs_ref,lpips_vs_prev,image_path
3,p04_text,456,16.596,0.330049,0.260742,0.653325,0.339678,0.550667,reports/experiments/exp3_sdxl/images/cfg_3/p04_text_seed456.png
3,p04_text,789,16.503,0.303595,0.228027,0.441094,0.517066,0.539204,reports/experiments/exp3_sdxl/images/cfg_3/p04_text_seed789.png
3,p04_text,1337,16.529,0.319293,0.251221,0.843488,0.400718,0.493059,reports/experiments/exp3_sdxl/images/cfg_3/p04_text_seed1337.png
3,p05_texture,42,16.494,0.333562,0.221191,-0.024257,0.426208,0.487175,reports/experiments/exp3_sdxl/images/cfg_3/p05_texture_seed42.png
3,p05_texture,123,16.493,0.348127,0.223389,0.159318,0.335107,0.431449,reports/experiments/exp3_sdxl/images/cfg_3/p05_texture_seed123.png
3,p05_texture,456,16.478,0.325544,0.231445,-0.381556,0.367632,0.478041,reports/experiments/exp3_sdxl/images/cfg_3/p05_texture_seed456.png
3,p05_texture,789,16.578,0.34685,0.22937,0.374296,0.47552,0.456047,reports/experiments/exp3_sdxl/images/cfg_3/p05_texture_seed789.png
3,p05_texture,1337,16.465,0.335434,0.224487,0.798706,0.412682,0.748857,reports/experiments/exp3_sdxl/images/cfg_3/p05_texture_seed1337.png
3,p06_arch,42,16.541,0.3256,0.272949,-0.267777,0.316271,0.388559,reports/experiments/exp3_sdxl/images/cfg_3/p06_arch_seed42.png
3,p06_arch,123,16.447,0.336245,0.313965,0.106908,0.31044,0.389677,reports/experiments/exp3_sdxl/images/cfg_3/p06_arch_seed123.png
3,p06_arch,456,16.56,0.307663,0.290283,0.006281,0.469145,0.472682,reports/experiments/exp3_sdxl/images/cfg_3/p06_arch_seed456.png
3,p06_arch,789,16.336,0.32331,0.293213,0.149181,0.370994,0.401206,reports/experiments/exp3_sdxl/images/cfg_3/p06_arch_seed789.png
3,p06_arch,1337,16.38,0.333309,0.304199,-0.213402,0.267651,0.398358,reports/experiments/exp3_sdxl/images/cfg_3/p06_arch_seed1337.png
3,p07_hands,42,16.576,0.343967,0.270264,0.352838,0.330075,0.34132,reports/experiments/exp3_sdxl/images/cfg_3/p07_hands_seed42.png
3,p07_hands,123,16.564,0.320412,0.22229,-0.120893,0.358918,0.405195,reports/experiments/exp3_sdxl/images/cfg_3/p07_hands_seed123.png
3,p07_hands,456,16.495,0.294328,0.259277,0.099707,0.531398,0.484592,reports/experiments/exp3_sdxl/images/cfg_3/p07_hands_seed456.png
3,p07_hands,789,16.295,0.3296,0.25415,0.136121,0.364707,0.522835,reports/experiments/exp3_sdxl/images/cfg_3/p07_hands_seed789.png
3,p07_hands,1337,16.513,0.321929,0.220703,-0.076871,0.30207,0.237205,reports/experiments/exp3_sdxl/images/cfg_3/p07_hands_seed1337.png
3,p08_crowd,42,16.263,0.337593,0.292969,1.357847,0.386992,0.362631,reports/experiments/exp3_sdxl/images/cfg_3/p08_crowd_seed42.png
3,p08_crowd,123,16.221,0.311374,0.249756,0.311696,0.457569,0.329924,reports/experiments/exp3_sdxl/images/cfg_3/p08_crowd_seed123.png
3,p08_crowd,456,16.258,0.312263,0.276367,1.4806,0.31396,0.293607,reports/experiments/exp3_sdxl/images/cfg_3/p08_crowd_seed456.png
3,p08_crowd,789,16.175,0.342567,0.300293,1.191277,0.338823,0.373726,reports/experiments/exp3_sdxl/images/cfg_3/p08_crowd_seed789.png
3,p08_crowd,1337,16.228,0.283089,0.25293,0.674847,0.403217,0.440903,reports/experiments/exp3_sdxl/images/cfg_3/p08_crowd_seed1337.png
5,p01_portrait,42,16.511,0.354492,0.333252,1.494432,0.144016,0.236713,reports/experiments/exp3_sdxl/images/cfg_5/p01_portrait_seed42.png
5,p01_portrait,123,16.56,0.374547,0.316406,1.176435,0.327031,0.233704,reports/experiments/exp3_sdxl/images/cfg_5/p01_portrait_seed123.png
5,p01_portrait,456,16.496,0.372247,0.328857,1.512098,0.158126,0.162575,reports/experiments/exp3_sdxl/images/cfg_5/p01_portrait_seed456.png
5,p01_portrait,789,16.332,0.366357,0.348145,1.289078,0.109095,0.203661,reports/experiments/exp3_sdxl/images/cfg_5/p01_portrait_seed789.png
5,p01_portrait,1337,16.556,0.363887,0.340576,1.522554,0.180553,0.24159,reports/experiments/exp3_sdxl/images/cfg_5/p01_portrait_seed1337.png
5,p02_landscape,42,16.56,0.333505,0.266602,1.116736,0.092837,0.11347,reports/experiments/exp3_sdxl/images/cfg_5/p02_landscape_seed42.png
5,p02_landscape,123,16.548,0.337989,0.302246,1.1253,0.153347,0.200459,reports/experiments/exp3_sdxl/images/cfg_5/p02_landscape_seed123.png
5,p02_landscape,456,16.459,0.327339,0.241455,0.667072,0.124642,0.112259,reports/experiments/exp3_sdxl/images/cfg_5/p02_landscape_seed456.png
5,p02_landscape,789,16.423,0.334861,0.25415,0.962168,0.145608,0.210448,reports/experiments/exp3_sdxl/images/cfg_5/p02_landscape_seed789.png
5,p02_landscape,1337,16.439,0.337857,0.255615,1.038126,0.149555,0.131817,reports/experiments/exp3_sdxl/images/cfg_5/p02_landscape_seed1337.png
5,p03_abstract,42,16.489,0.320093,0.214722,0.230211,0.397838,0.348232,reports/experiments/exp3_sdxl/images/cfg_5/p03_abstract_seed42.png
5,p03_abstract,123,16.426,0.312813,0.230957,-0.147438,0.249802,0.287796,reports/experiments/exp3_sdxl/images/cfg_5/p03_abstract_seed123.png
5,p03_abstract,456,16.441,0.314038,0.22168,0.529181,0.337103,0.26889,reports/experiments/exp3_sdxl/images/cfg_5/p03_abstract_seed456.png
5,p03_abstract,789,16.494,0.305519,0.219604,-0.12115,0.302088,0.358207,reports/experiments/exp3_sdxl/images/cfg_5/p03_abstract_seed789.png
5,p03_abstract,1337,16.4,0.324926,0.237183,0.207832,0.348116,0.397336,reports/experiments/exp3_sdxl/images/cfg_5/p03_abstract_seed1337.png
5,p04_text,42,16.424,0.28973,0.256592,0.422821,0.318198,0.300878,reports/experiments/exp3_sdxl/images/cfg_5/p04_text_seed42.png
5,p04_text,123,16.174,0.275622,0.250244,0.474277,0.344226,0.3537,reports/experiments/exp3_sdxl/images/cfg_5/p04_text_seed123.png
5,p04_text,456,16.313,0.315403,0.273926,1.062327,0.297988,0.228938,reports/experiments/exp3_sdxl/images/cfg_5/p04_text_seed456.png
5,p04_text,789,16.167,0.297782,0.264893,0.160915,0.436547,0.409169,reports/experiments/exp3_sdxl/images/cfg_5/p04_text_seed789.png
5,p04_text,1337,16.451,0.312757,0.272949,0.952402,0.341395,0.224424,reports/experiments/exp3_sdxl/images/cfg_5/p04_text_seed1337.png
5,p05_texture,42,16.456,0.312556,0.228638,-0.817425,0.247561,0.279114,reports/experiments/exp3_sdxl/images/cfg_5/p05_texture_seed42.png
5,p05_texture,123,16.498,0.350343,0.231079,0.455563,0.196148,0.19127,reports/experiments/exp3_sdxl/images/cfg_5/p05_texture_seed123.png
5,p05_texture,456,16.343,0.307492,0.241455,-0.43781,0.167767,0.270683,reports/experiments/exp3_sdxl/images/cfg_5/p05_texture_seed456.png
5,p05_texture,789,16.421,0.320506,0.22876,0.472527,0.342978,0.341049,reports/experiments/exp3_sdxl/images/cfg_5/p05_texture_seed789.png
5,p05_texture,1337,16.539,0.325978,0.250244,0.853493,0.153474,0.302422,reports/experiments/exp3_sdxl/images/cfg_5/p05_texture_seed1337.png
5,p06_arch,42,16.364,0.320053,0.300293,0.005737,0.196392,0.218932,reports/experiments/exp3_sdxl/images/cfg_5/p06_arch_seed42.png
5,p06_arch,123,16.474,0.328226,0.318604,0.125088,0.215087,0.218907,reports/experiments/exp3_sdxl/images/cfg_5/p06_arch_seed123.png
5,p06_arch,456,16.548,0.302165,0.295898,0.021434,0.448732,0.194597,reports/experiments/exp3_sdxl/images/cfg_5/p06_arch_seed456.png
5,p06_arch,789,16.43,0.307719,0.302734,0.148493,0.332895,0.178546,reports/experiments/exp3_sdxl/images/cfg_5/p06_arch_seed789.png
5,p06_arch,1337,16.495,0.334342,0.324463,-0.103898,0.188009,0.182095,reports/experiments/exp3_sdxl/images/cfg_5/p06_arch_seed1337.png
5,p07_hands,42,16.198,0.339985,0.275879,0.345252,0.143804,0.246121,reports/experiments/exp3_sdxl/images/cfg_5/p07_hands_seed42.png
5,p07_hands,123,16.464,0.309453,0.231934,-0.316568,0.267839,0.238141,reports/experiments/exp3_sdxl/images/cfg_5/p07_hands_seed123.png
5,p07_hands,456,16.501,0.312894,0.264893,0.528386,0.3334,0.438334,reports/experiments/exp3_sdxl/images/cfg_5/p07_hands_seed456.png
5,p07_hands,789,16.476,0.303941,0.267578,0.08727,0.170641,0.275831,reports/experiments/exp3_sdxl/images/cfg_5/p07_hands_seed789.png
5,p07_hands,1337,16.526,0.322051,0.230591,0.029422,0.185724,0.162268,reports/experiments/exp3_sdxl/images/cfg_5/p07_hands_seed1337.png
5,p08_crowd,42,16.435,0.338932,0.295898,1.464998,0.238817,0.277745,reports/experiments/exp3_sdxl/images/cfg_5/p08_crowd_seed42.png
5,p08_crowd,123,16.412,0.314514,0.286621,1.422053,0.329949,0.369357,reports/experiments/exp3_sdxl/images/cfg_5/p08_crowd_seed123.png
5,p08_crowd,456,16.505,0.316413,0.294922,1.447901,0.198533,0.198187,reports/experiments/exp3_sdxl/images/cfg_5/p08_crowd_seed456.png
5,p08_crowd,789,16.229,0.329164,0.30835,1.37522,0.223525,0.223675,reports/experiments/exp3_sdxl/images/cfg_5/p08_crowd_seed789.png
5,p08_crowd,1337,16.477,0.299332,0.285889,1.076626,0.283546,0.261602,reports/experiments/exp3_sdxl/images/cfg_5/p08_crowd_seed1337.png
7,p01_portrait,42,16.143,0.358606,0.336914,1.542633,0.0,0.144016,reports/experiments/exp3_sdxl/images/cfg_7/p01_portrait_seed42.png
7,p01_portrait,123,16.49,0.377952,0.329102,1.51537,0.0,0.327031,reports/experiments/exp3_sdxl/images/cfg_7/p01_portrait_seed123.png
7,p01_portrait,456,16.482,0.375996,0.339355,1.491995,0.0,0.158126,reports/experiments/exp3_sdxl/images/cfg_7/p01_portrait_seed456.png
7,p01_portrait,789,16.432,0.368027,0.355225,1.286415,0.0,0.109095,reports/experiments/exp3_sdxl/images/cfg_7/p01_portrait_seed789.png
7,p01_portrait,1337,16.373,0.362271,0.344727,1.435961,0.0,0.180553,reports/experiments/exp3_sdxl/images/cfg_7/p01_portrait_seed1337.png
7,p02_landscape,42,16.599,0.336497,0.273682,1.066532,0.0,0.092837,reports/experiments/exp3_sdxl/images/cfg_7/p02_landscape_seed42.png
7,p02_landscape,123,16.513,0.341045,0.306152,1.028515,0.0,0.153347,reports/experiments/exp3_sdxl/images/cfg_7/p02_landscape_seed123.png
7,p02_landscape,456,16.447,0.33406,0.248779,0.688649,0.0,0.124642,reports/experiments/exp3_sdxl/images/cfg_7/p02_landscape_seed456.png
7,p02_landscape,789,16.212,0.335804,0.256592,1.120702,0.0,0.145608,reports/experiments/exp3_sdxl/images/cfg_7/p02_landscape_seed789.png
7,p02_landscape,1337,16.179,0.335984,0.258545,1.041791,0.0,0.149555,reports/experiments/exp3_sdxl/images/cfg_7/p02_landscape_seed1337.png
7,p03_abstract,42,16.296,0.327664,0.227661,0.280451,0.0,0.397838,reports/experiments/exp3_sdxl/images/cfg_7/p03_abstract_seed42.png
7,p03_abstract,123,16.603,0.311323,0.22937,0.057687,0.0,0.249802,reports/experiments/exp3_sdxl/images/cfg_7/p03_abstract_seed123.png
7,p03_abstract,456,16.536,0.324835,0.212769,0.448419,0.0,0.337103,reports/experiments/exp3_sdxl/images/cfg_7/p03_abstract_seed456.png
7,p03_abstract,789,16.414,0.313046,0.224854,0.078068,0.0,0.302088,reports/experiments/exp3_sdxl/images/cfg_7/p03_abstract_seed789.png
7,p03_abstract,1337,16.382,0.335933,0.246826,0.300859,0.0,0.348116,reports/experiments/exp3_sdxl/images/cfg_7/p03_abstract_seed1337.png
7,p04_text,42,16.503,0.28093,0.290283,0.618954,0.0,0.318198,reports/experiments/exp3_sdxl/images/cfg_7/p04_text_seed42.png
7,p04_text,123,16.57,0.302621,0.270752,0.710201,0.0,0.344226,reports/experiments/exp3_sdxl/images/cfg_7/p04_text_seed123.png
7,p04_text,456,16.479,0.299477,0.285156,0.607473,0.0,0.297988,reports/experiments/exp3_sdxl/images/cfg_7/p04_text_seed456.png
7,p04_text,789,16.483,0.299641,0.271729,0.478359,0.0,0.436547,reports/experiments/exp3_sdxl/images/cfg_7/p04_text_seed789.png
7,p04_text,1337,16.525,0.286257,0.276367,0.691697,0.0,0.341395,reports/experiments/exp3_sdxl/images/cfg_7/p04_text_seed1337.png
7,p05_texture,42,16.513,0.313884,0.239014,-0.560563,0.0,0.247561,reports/experiments/exp3_sdxl/images/cfg_7/p05_texture_seed42.png
7,p05_texture,123,16.507,0.355077,0.239502,0.547924,0.0,0.196148,reports/experiments/exp3_sdxl/images/cfg_7/p05_texture_seed123.png
7,p05_texture,456,16.567,0.297852,0.246704,-0.627841,0.0,0.167767,reports/experiments/exp3_sdxl/images/cfg_7/p05_texture_seed456.png
7,p05_texture,789,16.544,0.314125,0.224121,-0.039426,0.0,0.342978,reports/experiments/exp3_sdxl/images/cfg_7/p05_texture_seed789.png
7,p05_texture,1337,16.507,0.332813,0.260742,0.94941,0.0,0.153474,reports/experiments/exp3_sdxl/images/cfg_7/p05_texture_seed1337.png
7,p06_arch,42,16.557,0.328659,0.321289,0.083244,0.0,0.196392,reports/experiments/exp3_sdxl/images/cfg_7/p06_arch_seed42.png
7,p06_arch,123,16.289,0.327252,0.310791,0.167216,0.0,0.215087,reports/experiments/exp3_sdxl/images/cfg_7/p06_arch_seed123.png
7,p06_arch,456,16.528,0.306304,0.299805,-0.179793,0.0,0.448732,reports/experiments/exp3_sdxl/images/cfg_7/p06_arch_seed456.png
7,p06_arch,789,16.49,0.319802,0.321533,0.135358,0.0,0.332895,reports/experiments/exp3_sdxl/images/cfg_7/p06_arch_seed789.png
7,p06_arch,1337,16.561,0.334798,0.326904,0.080269,0.0,0.188009,reports/experiments/exp3_sdxl/images/cfg_7/p06_arch_seed1337.png
7,p07_hands,42,16.522,0.343408,0.281494,0.362571,0.0,0.143804,reports/experiments/exp3_sdxl/images/cfg_7/p07_hands_seed42.png
7,p07_hands,123,16.541,0.324385,0.250977,0.085386,0.0,0.267839,reports/experiments/exp3_sdxl/images/cfg_7/p07_hands_seed123.png
7,p07_hands,456,16.287,0.321277,0.283936,0.73835,0.0,0.3334,reports/experiments/exp3_sdxl/images/cfg_7/p07_hands_seed456.png
7,p07_hands,789,16.428,0.326304,0.277588,0.161281,0.0,0.170641,reports/experiments/exp3_sdxl/images/cfg_7/p07_hands_seed789.png
7,p07_hands,1337,16.199,0.325399,0.238647,-0.057147,0.0,0.185724,reports/experiments/exp3_sdxl/images/cfg_7/p07_hands_seed1337.png
7,p08_crowd,42,16.161,0.338613,0.310547,1.465659,0.0,0.238817,reports/experiments/exp3_sdxl/images/cfg_7/p08_crowd_seed42.png
7,p08_crowd,123,16.188,0.335049,0.299561,1.623263,0.0,0.329949,reports/experiments/exp3_sdxl/images/cfg_7/p08_crowd_seed123.png
7,p08_crowd,456,16.185,0.314586,0.294678,1.551387,0.0,0.198533,reports/experiments/exp3_sdxl/images/cfg_7/p08_crowd_seed456.png
7,p08_crowd,789,16.203,0.340492,0.316162,1.431333,0.0,0.223525,reports/experiments/exp3_sdxl/images/cfg_7/p08_crowd_seed789.png
7,p08_crowd,1337,16.219,0.325258,0.30249,1.690272,0.0,0.283546,reports/experiments/exp3_sdxl/images/cfg_7/p08_crowd_seed1337.png
9,p01_portrait,42,16.339,0.354788,0.34082,1.604545,0.121964,0.121964,reports/experiments/exp3_sdxl/images/cfg_9/p01_portrait_seed42.png
9,p01_portrait,123,16.419,0.371224,0.325928,1.460474,0.397358,0.397358,reports/experiments/exp3_sdxl/images/cfg_9/p01_portrait_seed123.png
