strength,prompt_id,seed,latency_s,clip_score,lpips_vs_ref,lpips_vs_prev,image_path
1.25,pp_001,42,6.115,0.231959,0.222586,0.222586,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_001_seed42.png
1.25,pp_001,123,6.154,0.2496,0.295134,0.295134,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_001_seed123.png
1.25,pp_001,456,6.565,0.249744,0.252802,0.252802,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_001_seed456.png
1.25,pp_001,789,6.474,0.234892,0.279625,0.279625,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_001_seed789.png
1.25,pp_001,1337,6.066,0.248402,0.200415,0.200415,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_001_seed1337.png
1.25,pp_002,42,5.913,0.295651,0.137061,0.137061,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_002_seed42.png
1.25,pp_002,123,6.341,0.317162,0.119984,0.119984,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_002_seed123.png
1.25,pp_002,456,6.335,0.310346,0.12147,0.12147,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_002_seed456.png
1.25,pp_002,789,6.963,0.317359,0.103806,0.103806,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_002_seed789.png
1.25,pp_002,1337,6.282,0.317416,0.151797,0.151797,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_002_seed1337.png
1.25,pp_003,42,6.705,0.280515,0.192268,0.192268,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_003_seed42.png
1.25,pp_003,123,6.444,0.274401,0.185701,0.185701,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_003_seed123.png
1.25,pp_003,456,7.196,0.280989,0.128936,0.128936,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_003_seed456.png
1.25,pp_003,789,6.307,0.261365,0.189413,0.189413,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_003_seed789.png
1.25,pp_003,1337,6.25,0.271798,0.151136,0.151136,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_003_seed1337.png
1.25,pp_004,42,6.276,0.349902,0.302126,0.302126,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_004_seed42.png
1.25,pp_004,123,6.123,0.344794,0.250221,0.250221,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_004_seed123.png
1.25,pp_004,456,6.532,0.358596,0.220666,0.220666,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_004_seed456.png
1.25,pp_004,789,6.158,0.360462,0.294084,0.294084,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_004_seed789.png
1.25,pp_004,1337,6.24,0.356302,0.245136,0.245136,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_004_seed1337.png
1.25,pp_005,42,6.023,0.336767,0.147347,0.147347,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_005_seed42.png
1.25,pp_005,123,5.114,0.357607,0.16313,0.16313,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_005_seed123.png
1.25,pp_005,456,5.116,0.334087,0.185239,0.185239,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_005_seed456.png
1.25,pp_005,789,5.524,0.34472,0.154706,0.154706,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_005_seed789.png
1.25,pp_005,1337,6.322,0.33913,0.159475,0.159475,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_005_seed1337.png
1.25,pp_006,42,5.257,0.301663,0.121069,0.121069,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_006_seed42.png
1.25,pp_006,123,5.625,0.29822,0.146568,0.146568,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_006_seed123.png
1.25,pp_006,456,5.742,0.28859,0.604825,0.604825,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_006_seed456.png
1.25,pp_006,789,5.085,0.293686,0.133665,0.133665,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_006_seed789.png
1.25,pp_006,1337,5.254,0.304081,0.404682,0.404682,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_006_seed1337.png
1.25,pp_007,42,6.114,0.296483,0.260874,0.260874,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_007_seed42.png
1.25,pp_007,123,5.869,0.277179,0.293374,0.293374,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_007_seed123.png
1.25,pp_007,456,6.681,0.284403,0.286105,0.286105,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_007_seed456.png
1.25,pp_007,789,6.621,0.296078,0.289563,0.289563,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_007_seed789.png
1.25,pp_007,1337,6.334,0.296832,0.284047,0.284047,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_007_seed1337.png
1.25,pp_008,42,5.575,0.317795,0.253342,0.253342,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_008_seed42.png
1.25,pp_008,123,6.374,0.289224,0.360037,0.360037,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_008_seed123.png
1.25,pp_008,456,6.22,0.275074,0.216934,0.216934,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_008_seed456.png
1.25,pp_008,789,6.333,0.313518,0.361879,0.361879,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_008_seed789.png
1.25,pp_008,1337,5.219,0.256406,0.195376,0.195376,reports/experiments/exp5_controlnet_strength/images/strength_1.25/pp_008_seed1337.png
1.5,pp_001,42,5.061,0.235127,0.336904,0.234722,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_001_seed42.png
1.5,pp_001,123,5.078,0.24491,0.410708,0.199992,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_001_seed123.png
1.5,pp_001,456,5.061,0.228152,0.378391,0.229608,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_001_seed456.png
1.5,pp_001,789,5.391,0.219605,0.409166,0.234129,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_001_seed789.png
1.5,pp_001,1337,5.719,0.2474,0.293071,0.165283,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_001_seed1337.png
1.5,pp_002,42,6.141,0.292733,0.223322,0.111838,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_002_seed42.png
1.5,pp_002,123,5.455,0.309811,0.204578,0.097421,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_002_seed123.png
1.5,pp_002,456,6.053,0.302671,0.216707,0.100847,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_002_seed456.png
1.5,pp_002,789,5.389,0.324659,0.171159,0.07167,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_002_seed789.png
1.5,pp_002,1337,6.071,0.318939,0.266734,0.107916,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_002_seed1337.png
1.5,pp_003,42,5.285,0.293692,0.331807,0.177704,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_003_seed42.png
1.5,pp_003,123,5.906,0.283211,0.263058,0.117473,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_003_seed123.png
1.5,pp_003,456,5.754,0.282956,0.22401,0.108342,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_003_seed456.png
1.5,pp_003,789,5.148,0.26652,0.279616,0.118683,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_003_seed789.png
1.5,pp_003,1337,6.034,0.275053,0.236951,0.125096,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_003_seed1337.png
1.5,pp_004,42,6.082,0.3275,0.390208,0.20827,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_004_seed42.png
1.5,pp_004,123,5.923,0.349791,0.429575,0.274298,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_004_seed123.png
1.5,pp_004,456,5.046,0.353532,0.330825,0.194261,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_004_seed456.png
1.5,pp_004,789,5.026,0.328794,0.405657,0.156289,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_004_seed789.png
1.5,pp_004,1337,5.038,0.338035,0.381752,0.221878,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_004_seed1337.png
1.5,pp_005,42,5.165,0.319496,0.23477,0.115464,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_005_seed42.png
1.5,pp_005,123,6.555,0.32464,0.29538,0.136316,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_005_seed123.png
1.5,pp_005,456,5.649,0.329971,0.280083,0.115506,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_005_seed456.png
1.5,pp_005,789,6.038,0.328781,0.228292,0.136943,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_005_seed789.png
1.5,pp_005,1337,5.523,0.316581,0.258596,0.113851,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_005_seed1337.png
1.5,pp_006,42,5.654,0.306069,0.210547,0.100217,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_006_seed42.png
1.5,pp_006,123,6.457,0.291599,0.248903,0.120676,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_006_seed123.png
1.5,pp_006,456,6.258,0.286046,0.696512,0.40614,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_006_seed456.png
1.5,pp_006,789,6.36,0.291176,0.175515,0.086614,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_006_seed789.png
1.5,pp_006,1337,6.418,0.290386,0.429115,0.072822,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_006_seed1337.png
1.5,pp_007,42,6.229,0.330091,0.336765,0.198938,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_007_seed42.png
1.5,pp_007,123,6.376,0.291676,0.351673,0.193104,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_007_seed123.png
1.5,pp_007,456,6.062,0.278095,0.348413,0.181823,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_007_seed456.png
1.5,pp_007,789,6.251,0.215827,0.37406,0.196134,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_007_seed789.png
1.5,pp_007,1337,6.314,0.299809,0.39694,0.244481,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_007_seed1337.png
1.5,pp_008,42,6.177,0.31623,0.531755,0.4748,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_008_seed42.png
1.5,pp_008,123,6.084,0.29168,0.387647,0.165057,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_008_seed123.png
1.5,pp_008,456,6.052,0.28003,0.17763,0.143978,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_008_seed456.png
1.5,pp_008,789,6.107,0.314595,0.271985,0.2726,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_008_seed789.png
1.5,pp_008,1337,6.3,0.26291,0.281528,0.137258,reports/experiments/exp5_controlnet_strength/images/strength_1.5/pp_008_seed1337.png
