alpha,prompt_id,seed,latency_s,clip_score,hps_score,ir_score,lpips_vs_ref,image_path
1.0,p05_texture,789,17.187,0.325095,0.220215,-1.610167,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p05_texture_seed789.png
1.0,p05_texture,1337,17.189,0.309698,0.217041,-1.065396,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p05_texture_seed1337.png
1.0,p06_arch,42,17.238,0.314397,0.211914,-0.733265,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p06_arch_seed42.png
1.0,p06_arch,123,17.222,0.261511,0.147583,-1.746314,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p06_arch_seed123.png
1.0,p06_arch,456,17.147,0.322578,0.186401,-0.380678,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p06_arch_seed456.png
1.0,p06_arch,789,17.141,0.34369,0.208374,-0.471779,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p06_arch_seed789.png
1.0,p06_arch,1337,17.201,0.335037,0.223633,0.884679,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p06_arch_seed1337.png
1.0,p07_hands,42,17.186,0.316686,0.199463,0.557595,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p07_hands_seed42.png
1.0,p07_hands,123,17.201,0.307917,0.181519,-0.867163,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p07_hands_seed123.png
1.0,p07_hands,456,17.283,0.298965,0.182007,-0.933369,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p07_hands_seed456.png
1.0,p07_hands,789,17.216,0.345097,0.196167,0.374919,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p07_hands_seed789.png
1.0,p07_hands,1337,17.28,0.312796,0.173706,-0.165065,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p07_hands_seed1337.png
1.0,p08_crowd,42,17.217,0.376433,0.256348,1.659021,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p08_crowd_seed42.png
1.0,p08_crowd,123,17.171,0.322582,0.231934,0.193833,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p08_crowd_seed123.png
1.0,p08_crowd,456,17.165,0.363663,0.248779,1.350248,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p08_crowd_seed456.png
1.0,p08_crowd,789,17.253,0.357659,0.261475,1.215664,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p08_crowd_seed789.png
1.0,p08_crowd,1337,17.252,0.370311,0.244629,0.822762,0.0,reports/experiments/exp8_sdxl/images/alpha_1.0/p08_crowd_seed1337.png
1.25,p01_portrait,42,17.255,0.334356,0.210083,0.212155,0.63831,reports/experiments/exp8_sdxl/images/alpha_1.25/p01_portrait_seed42.png
1.25,p01_portrait,123,17.232,0.314948,0.159668,-1.284143,0.496317,reports/experiments/exp8_sdxl/images/alpha_1.25/p01_portrait_seed123.png
1.25,p01_portrait,456,17.196,0.355923,0.223022,-0.047351,0.574694,reports/experiments/exp8_sdxl/images/alpha_1.25/p01_portrait_seed456.png
1.25,p01_portrait,789,17.222,0.265265,0.215698,-0.19222,0.605269,reports/experiments/exp8_sdxl/images/alpha_1.25/p01_portrait_seed789.png
1.25,p01_portrait,1337,17.233,0.353686,0.240112,-0.335917,0.601328,reports/experiments/exp8_sdxl/images/alpha_1.25/p01_portrait_seed1337.png
1.25,p02_landscape,42,17.28,0.346445,0.222412,0.941687,0.322606,reports/experiments/exp8_sdxl/images/alpha_1.25/p02_landscape_seed42.png
1.25,p02_landscape,123,17.37,0.294597,0.230225,0.249794,0.425337,reports/experiments/exp8_sdxl/images/alpha_1.25/p02_landscape_seed123.png
1.25,p02_landscape,456,17.168,0.361063,0.245605,1.193324,0.315746,reports/experiments/exp8_sdxl/images/alpha_1.25/p02_landscape_seed456.png
1.25,p02_landscape,789,17.218,0.334161,0.226318,0.883348,0.45101,reports/experiments/exp8_sdxl/images/alpha_1.25/p02_landscape_seed789.png
1.25,p02_landscape,1337,17.188,0.349361,0.213013,0.938324,0.191478,reports/experiments/exp8_sdxl/images/alpha_1.25/p02_landscape_seed1337.png
1.25,p03_abstract,42,17.302,0.286265,0.215576,-1.110742,0.438646,reports/experiments/exp8_sdxl/images/alpha_1.25/p03_abstract_seed42.png
1.25,p03_abstract,123,17.31,0.302643,0.230225,0.345477,0.325711,reports/experiments/exp8_sdxl/images/alpha_1.25/p03_abstract_seed123.png
1.25,p03_abstract,456,17.272,0.301815,0.223267,0.903192,0.390498,reports/experiments/exp8_sdxl/images/alpha_1.25/p03_abstract_seed456.png
1.25,p03_abstract,789,17.272,0.294946,0.217896,0.222902,0.40312,reports/experiments/exp8_sdxl/images/alpha_1.25/p03_abstract_seed789.png
1.25,p03_abstract,1337,17.241,0.309001,0.2323,0.467858,0.496129,reports/experiments/exp8_sdxl/images/alpha_1.25/p03_abstract_seed1337.png
1.25,p04_text,42,17.265,0.298763,0.178101,-1.15022,0.524415,reports/experiments/exp8_sdxl/images/alpha_1.25/p04_text_seed42.png
1.25,p04_text,123,17.298,0.290185,0.167358,-0.158274,0.344377,reports/experiments/exp8_sdxl/images/alpha_1.25/p04_text_seed123.png
1.25,p04_text,456,17.298,0.326434,0.243652,0.250039,0.432772,reports/experiments/exp8_sdxl/images/alpha_1.25/p04_text_seed456.png
1.25,p04_text,789,17.236,0.252031,0.161133,-0.912868,0.534604,reports/experiments/exp8_sdxl/images/alpha_1.25/p04_text_seed789.png
1.25,p04_text,1337,17.291,0.320698,0.194214,-0.140613,0.508937,reports/experiments/exp8_sdxl/images/alpha_1.25/p04_text_seed1337.png
1.25,p05_texture,42,17.361,0.322876,0.209839,-1.05913,0.157287,reports/experiments/exp8_sdxl/images/alpha_1.25/p05_texture_seed42.png
1.25,p05_texture,123,17.313,0.345835,0.219238,-1.103892,0.191153,reports/experiments/exp8_sdxl/images/alpha_1.25/p05_texture_seed123.png
1.25,p05_texture,456,17.285,0.305035,0.240479,-1.007147,0.195777,reports/experiments/exp8_sdxl/images/alpha_1.25/p05_texture_seed456.png
1.25,p05_texture,789,17.307,0.319533,0.228027,-1.660918,0.341819,reports/experiments/exp8_sdxl/images/alpha_1.25/p05_texture_seed789.png
1.25,p05_texture,1337,17.274,0.318961,0.214722,-1.194739,0.189208,reports/experiments/exp8_sdxl/images/alpha_1.25/p05_texture_seed1337.png
1.25,p06_arch,42,17.304,0.285086,0.182983,-1.960646,0.623402,reports/experiments/exp8_sdxl/images/alpha_1.25/p06_arch_seed42.png
1.25,p06_arch,123,17.268,0.276876,0.138306,-1.851411,0.332144,reports/experiments/exp8_sdxl/images/alpha_1.25/p06_arch_seed123.png
1.25,p06_arch,456,17.299,0.296799,0.160156,-2.149168,0.464327,reports/experiments/exp8_sdxl/images/alpha_1.25/p06_arch_seed456.png
1.25,p06_arch,789,17.283,0.305193,0.172485,-0.726217,0.501009,reports/experiments/exp8_sdxl/images/alpha_1.25/p06_arch_seed789.png
1.25,p06_arch,1337,17.244,0.318154,0.165649,-0.297978,0.48188,reports/experiments/exp8_sdxl/images/alpha_1.25/p06_arch_seed1337.png
1.25,p07_hands,42,17.276,0.352065,0.19104,0.253594,0.599865,reports/experiments/exp8_sdxl/images/alpha_1.25/p07_hands_seed42.png
1.25,p07_hands,123,17.188,0.289888,0.119202,-0.508218,0.525883,reports/experiments/exp8_sdxl/images/alpha_1.25/p07_hands_seed123.png
1.25,p07_hands,456,17.114,0.301049,0.150879,-1.000021,0.552985,reports/experiments/exp8_sdxl/images/alpha_1.25/p07_hands_seed456.png
1.25,p07_hands,789,17.241,0.312527,0.172729,-0.581185,0.547929,reports/experiments/exp8_sdxl/images/alpha_1.25/p07_hands_seed789.png
1.25,p07_hands,1337,17.253,0.320757,0.144531,-1.498762,0.531742,reports/experiments/exp8_sdxl/images/alpha_1.25/p07_hands_seed1337.png
1.25,p08_crowd,42,17.267,0.354884,0.22998,1.387404,0.46332,reports/experiments/exp8_sdxl/images/alpha_1.25/p08_crowd_seed42.png
1.25,p08_crowd,123,17.144,0.318103,0.230225,0.316069,0.477323,reports/experiments/exp8_sdxl/images/alpha_1.25/p08_crowd_seed123.png
1.25,p08_crowd,456,17.294,0.346957,0.235596,1.339332,0.46294,reports/experiments/exp8_sdxl/images/alpha_1.25/p08_crowd_seed456.png
1.25,p08_crowd,789,17.19,0.349669,0.245117,1.191381,0.292909,reports/experiments/exp8_sdxl/images/alpha_1.25/p08_crowd_seed789.png
1.25,p08_crowd,1337,17.154,0.372602,0.209961,-0.171541,0.341421,reports/experiments/exp8_sdxl/images/alpha_1.25/p08_crowd_seed1337.png
1.5,p01_portrait,42,17.165,0.324975,0.193726,-0.102698,0.723591,reports/experiments/exp8_sdxl/images/alpha_1.5/p01_portrait_seed42.png
1.5,p01_portrait,123,17.207,0.217202,0.075256,-2.283217,0.643752,reports/experiments/exp8_sdxl/images/alpha_1.5/p01_portrait_seed123.png
1.5,p01_portrait,456,17.165,0.327902,0.190186,-0.525324,0.748136,reports/experiments/exp8_sdxl/images/alpha_1.5/p01_portrait_seed456.png
1.5,p01_portrait,789,17.132,0.308864,0.202026,-0.144466,0.720551,reports/experiments/exp8_sdxl/images/alpha_1.5/p01_portrait_seed789.png
1.5,p01_portrait,1337,17.306,0.351086,0.17041,-0.551803,0.715487,reports/experiments/exp8_sdxl/images/alpha_1.5/p01_portrait_seed1337.png
1.5,p02_landscape,42,17.173,0.316957,0.168579,-0.146906,0.6433,reports/experiments/exp8_sdxl/images/alpha_1.5/p02_landscape_seed42.png
1.5,p02_landscape,123,17.242,0.246904,0.19165,-0.81597,0.62138,reports/experiments/exp8_sdxl/images/alpha_1.5/p02_landscape_seed123.png
1.5,p02_landscape,456,17.106,0.322304,0.19165,0.248838,0.632235,reports/experiments/exp8_sdxl/images/alpha_1.5/p02_landscape_seed456.png
1.5,p02_landscape,789,17.187,0.318572,0.173584,0.070946,0.669162,reports/experiments/exp8_sdxl/images/alpha_1.5/p02_landscape_seed789.png
1.5,p02_landscape,1337,17.168,0.348754,0.187012,0.599921,0.412205,reports/experiments/exp8_sdxl/images/alpha_1.5/p02_landscape_seed1337.png
1.5,p03_abstract,42,17.153,0.284282,0.193604,-1.325131,0.549066,reports/experiments/exp8_sdxl/images/alpha_1.5/p03_abstract_seed42.png
1.5,p03_abstract,123,17.276,0.287351,0.21106,-0.083602,0.486296,reports/experiments/exp8_sdxl/images/alpha_1.5/p03_abstract_seed123.png
1.5,p03_abstract,456,17.236,0.308413,0.19043,-0.674805,0.56536,reports/experiments/exp8_sdxl/images/alpha_1.5/p03_abstract_seed456.png
1.5,p03_abstract,789,17.223,0.289206,0.192261,-0.096998,0.54604,reports/experiments/exp8_sdxl/images/alpha_1.5/p03_abstract_seed789.png
1.5,p03_abstract,1337,17.168,0.317177,0.211792,-0.141783,0.565016,reports/experiments/exp8_sdxl/images/alpha_1.5/p03_abstract_seed1337.png
1.5,p04_text,42,17.232,0.263167,0.137939,-0.906023,0.681167,reports/experiments/exp8_sdxl/images/alpha_1.5/p04_text_seed42.png
1.5,p04_text,123,17.162,0.255756,0.141235,-1.21788,0.542817,reports/experiments/exp8_sdxl/images/alpha_1.5/p04_text_seed123.png
1.5,p04_text,456,17.235,0.34055,0.182007,0.224827,0.596335,reports/experiments/exp8_sdxl/images/alpha_1.5/p04_text_seed456.png
1.5,p04_text,789,17.262,0.210536,0.110168,-2.07952,0.674256,reports/experiments/exp8_sdxl/images/alpha_1.5/p04_text_seed789.png
1.5,p04_text,1337,17.29,0.286749,0.150757,-1.131495,0.63625,reports/experiments/exp8_sdxl/images/alpha_1.5/p04_text_seed1337.png
1.5,p05_texture,42,17.196,0.276393,0.207764,-1.605701,0.355363,reports/experiments/exp8_sdxl/images/alpha_1.5/p05_texture_seed42.png
1.5,p05_texture,123,17.28,0.313777,0.215088,-1.366506,0.488919,reports/experiments/exp8_sdxl/images/alpha_1.5/p05_texture_seed123.png
1.5,p05_texture,456,17.252,0.291193,0.236084,-1.321305,0.414553,reports/experiments/exp8_sdxl/images/alpha_1.5/p05_texture_seed456.png
1.5,p05_texture,789,17.161,0.330605,0.223877,-1.531801,0.43784,reports/experiments/exp8_sdxl/images/alpha_1.5/p05_texture_seed789.png
1.5,p05_texture,1337,17.176,0.321061,0.203735,-1.285982,0.292376,reports/experiments/exp8_sdxl/images/alpha_1.5/p05_texture_seed1337.png
1.5,p06_arch,42,17.215,0.29371,0.152466,-1.079272,0.661632,reports/experiments/exp8_sdxl/images/alpha_1.5/p06_arch_seed42.png
1.5,p06_arch,123,17.239,0.238354,0.118835,-2.209689,0.428768,reports/experiments/exp8_sdxl/images/alpha_1.5/p06_arch_seed123.png
1.5,p06_arch,456,17.116,0.263883,0.125732,-2.273,0.611167,reports/experiments/exp8_sdxl/images/alpha_1.5/p06_arch_seed456.png
1.5,p06_arch,789,17.199,0.23834,0.131714,-1.695001,0.586668,reports/experiments/exp8_sdxl/images/alpha_1.5/p06_arch_seed789.png
1.5,p06_arch,1337,17.197,0.254255,0.112915,-1.639455,0.642048,reports/experiments/exp8_sdxl/images/alpha_1.5/p06_arch_seed1337.png
1.5,p07_hands,42,17.269,0.258149,0.144531,-1.497925,0.78556,reports/experiments/exp8_sdxl/images/alpha_1.5/p07_hands_seed42.png
1.5,p07_hands,123,17.194,0.254072,0.091187,-2.2775,0.635873,reports/experiments/exp8_sdxl/images/alpha_1.5/p07_hands_seed123.png
1.5,p07_hands,456,17.207,0.270356,0.164062,-1.623362,0.704959,reports/experiments/exp8_sdxl/images/alpha_1.5/p07_hands_seed456.png
1.5,p07_hands,789,17.152,0.292762,0.158691,-1.118534,0.650012,reports/experiments/exp8_sdxl/images/alpha_1.5/p07_hands_seed789.png
1.5,p07_hands,1337,17.237,0.299412,0.151733,-0.588299,0.681671,reports/experiments/exp8_sdxl/images/alpha_1.5/p07_hands_seed1337.png
1.5,p08_crowd,42,17.267,0.320591,0.214966,0.414265,0.568384,reports/experiments/exp8_sdxl/images/alpha_1.5/p08_crowd_seed42.png
1.5,p08_crowd,123,17.228,0.326218,0.181641,0.231538,0.598891,reports/experiments/exp8_sdxl/images/alpha_1.5/p08_crowd_seed123.png
1.5,p08_crowd,456,17.156,0.331501,0.210327,0.685346,0.680609,reports/experiments/exp8_sdxl/images/alpha_1.5/p08_crowd_seed456.png
1.5,p08_crowd,789,17.184,0.36384,0.20813,0.658905,0.523809,reports/experiments/exp8_sdxl/images/alpha_1.5/p08_crowd_seed789.png
1.5,p08_crowd,1337,17.142,0.365093,0.179443,0.130207,0.486488,reports/experiments/exp8_sdxl/images/alpha_1.5/p08_crowd_seed1337.png
